Date,Location,P1,P2,OT Character,RCS Character,Team,P3 Color,P3 Character,P4 Color,P4 Character,Match,Result,Wanted Form,Form,Stage,Common Notes,,,,,,,,Other Notes
,,,,,Olimar,12994,USA,Mario,Dark,Kirby,17750,-3,Small Battlefield,Omega,Garden of Hope,,,,,,,,,
,,,,,Olimar,12995,Purple Ab,Sephiroth,Red,Marth,17751,-5,Small Battlefield,Small Battlefield,Small Battlefield,,,,,,,,,
,,,,,Lucario,12996,Green,Pikachu,,Kazuya,17752,3,Small Battlefield,Omega,Port Town Aero Dive,,,,,,,,,
,,,,,Lucario,12997,Sunhat,Jigglypuff,Purple,Yoshi,17753,-3,Small Battlefield,Battlefield,Battlefield,SM,,,,,,,,
,,,,,Lucario,12998,Libre,Pikachu,Deity,Link,17754,-3,Small Battlefield,Small Battlefield,Small Battlefield,,,,,,,,,
,,,,,Lucario,12999,Blue/White,Lucas,Blue,Pyra/Mythra,17755,-4,Small Battlefield,Regular,Flat Zone,SM,AT,PB,I,,,,,
,,,,,R.O.B.,13000,Red F,Wii Fit Trainer,KK Slider Body,Mii Gunner,17756,-3,Small Battlefield,No Hazards,Spear Pillar,,,,,,,,,
,,,,,R.O.B.,13001,White,Hero,Purple,Cloud,17757,-1,Small Battlefield,Small Battlefield,Small Battlefield,,,,,,,,,
,,,,,R.O.B.,13002,,Byleth,,Kazuya,17758,5,Small Battlefield,Small Battlefield,Small Battlefield,,,,,,,,,
,,,,,R.O.B.,13003,Purple,Donkey Kong,,Hero,17759,-2,Small Battlefield,Small Battlefield,Small Battlefield,Chop,,,,,,,,
,,,,,R.O.B.,13004,,Samus,,Dark Samus,17760,2,Small Battlefield,Small Battlefield,Small Battlefield,,,,,,,,,
,,,,,R.O.B.,13005,Cyan,Yoshi,Gold,Captain Falcon,17761,-1,Small Battlefield,Small Battlefield,Small Battlefield,,,,,,,,,
2021-07-20,Livonia,JP4,RCS,,Toon Link,13006,,Chrom,Green,Donkey Kong,17762,-1,Small Battlefield,Omega,Delfino Plaza,Chop,,,,,,,,
,,,,,Toon Link,13007,,Cloud,Green,Dr. Mario,17763,-2,Small Battlefield,Omega,Battlefield,Chop,SM,SB,AT,PB,I,,,
,,,,,Toon Link,13008,Spiky,Pichu,Pink,Little Mac,17764,2,Small Battlefield,Small Battlefield,Small Battlefield,,,,,,,,,
,,,,,Toon Link,13009,Red,Dark Pit,White,Banjo & Kazooie,17765,-2,Small Battlefield,Small Battlefield,Small Battlefield,,,,,,,,,
,,,,,Toon Link,13010,White,King K. Rool,Galacta,Meta Knight,17766,-3,Small Battlefield,Omega,Green Hill Zone,,,,,,,,,
,,,,,Wolf,13011,Pink,King K. Rool,Blue,Bayonetta,17767,-3,Small Battlefield,Omega,Paper Mario,Chop,SM,,,,,,,
,,,,,Wolf,13012,,Cloud,Teal,Captain Falcon,17768,3,Small Battlefield,Regular,Shadow Moses Island,,,,,,,,,
,,,,,Wolf,13013,Pink,R.O.B.,Red,Byleth,17769,1,Small Battlefield,Small Battlefield,Small Battlefield,,,,,,,,,
,,,,,Wolf,13014,Teal,King K. Rool,Gold,King K. Rool,17770,3,Small Battlefield,Small Battlefield,Small Battlefield,,,,,,,,,
,,,,,Villager,13015,Deity,Link,Brown,Zelda,17771,-3,Small Battlefield,Small Battlefield,Small Battlefield,,,,,,,,,
,,,,,Villager,13016,,Sonic,Silver,Kazuya,17772,4,Small Battlefield,Small Battlefield,Small Battlefield,,,,,,,,,
,,,,,Villager,13017,Cyan,Sonic,,Lucas,17773,"1 to 1 at time,
SD Lose",Small Battlefield,Regular,Mario Circuit B,3m3s,,,,,,,,
,,,,,Villager,13018,,Lucina,,Pikachu,17774,5,Small Battlefield,Small Battlefield,Small Battlefield,Chop,,,,,,,,
,,,,,Villager,13019,,Jigglypuff,White,Donkey Kong,17775,2,Small Battlefield,Small Battlefield,Small Battlefield,,,,,,,,,
,,,,,Villager,13020,Blue,Yoshi,Bright,Pyra/Mythra,17776,1,Small Battlefield,Battlefield,Port Town Aero Dive,,,,,,,,,
,,,,,Villager,13021,Gold,Ike,Gray,King K. Rool,17777,-2,Small Battlefield,Small Battlefield,Small Battlefield,,,,,,,,,
,,,,,Villager,13022,Green,Pikachu,,Lucas,17778,-2,Small Battlefield,Small Battlefield,Small Battlefield,,,,,,,,,
,,,,,Villager,13023,,Steve,White,Kirby,17779,5,Small Battlefield,Small Battlefield,Small Battlefield,,,,,,,,,
,,,,,Villager,13024,Belch,Ness,Green/Yellow,Fox,17780,2,Small Battlefield,Omega,Distant Planet,,,,,,,,,
,,,,,Villager,13025,White,Ridley,Green,King Dedede,17781,5,Small Battlefield,Small Battlefield,Small Battlefield,,,,,,,,,
,,,,,Villager,13026,White,King K. Rool,White,Ridley,17782,-2,Small Battlefield,Small Battlefield,Small Battlefield,,,,,,,,,
,,,,,Villager,13027,Yellow,Wario,Waluigi,Mii Brawler,17783,6,Small Battlefield,Small Battlefield,Small Battlefield,Chop,,,,,,,,
,,,,,Villager,13028,Red,Byleth,Red,Sheik,17784,-2,Small Battlefield,Small Battlefield,Small Battlefield,,,,,,,,,
2021-07-22,Livonia,JP4,RCS,,Mega Man,13029,Blue,Captain Falcon,Purple,Pyra/Mythra,17785,1,Small Battlefield,Small Battlefield,Small Battlefield,,,,,,,,,
,,,,,Mega Man,13030,Red,R.O.B.,Gray,Bowser,17786,1,Small Battlefield,Omega,Mario Circuit U,,,,,,,,,
,,,,,Mega Man,13031,Red,R.O.B.,Black/Red,Dark Pit,17787,-2,Small Battlefield,No Hazards,Arena Ferox,,,,,,,,,
,,,,,Wii Fit Trainer,13032,,Lucas,,Link,17788,1,Small Battlefield,Small Battlefield,Small Battlefield,,,,,,,,,
,,,,,Wii Fit Trainer,13033,,Jigglypuff,,Lucas,17789,-2,Small Battlefield,Small Battlefield,Small Battlefield,,,,,,,,,
,,,,,Wii Fit Trainer,13034,,Ganondorf,Blue,Isabelle,17790,4,Small Battlefield,Small Battlefield,Small Battlefield,Chop,,,,,,,,
,,,,,Wii Fit Trainer,13035,Radiant Dawn,Ike,,Ganondorf,17791,2,Small Battlefield,Small Battlefield,Small Battlefield,,,,,,,,,
,,,,,Rosalina & Luma,13036,Bright,Pyra/Mythra,Green,Byleth,17792,-3,Small Battlefield,Omega,Skyloft,,,,,,,,,
,,,,,Rosalina & Luma,13037,Spiky,Pichu,Red,Pichu,17793,1,Small Battlefield,Omega,Battlefield,Good,,,,,,,,
,,,,,Rosalina & Luma,13038,Blue,Yoshi,,Zero Suit Samus,17794,4,Small Battlefield,Small Battlefield,Small Battlefield,,,,,,,,,
,,,,,Rosalina & Luma,13039,White,Incineroar,,Duck Hunt,17795,3,Small Battlefield,Battlefield,Pictochat,,,,,,,,,
,,,,,Rosalina & Luma,13040,Red,Ike,,Ganondorf,17796,+4 to -4,Small Battlefield,Omega,Green Hill Zone,Time,,,,,,,,
,,,,,Little Mac,13041,White,Hero,,Pyra/Mythra,17797,5,Small Battlefield,Omega,Palutena's Temple,,,,,,,,,
,,,,,Little Mac,13042,Blue Shorts,Zero Suit Samus,Orange,Zero Suit Samus,17798,4 to 1 at time,Small Battlefield,Regular,Spear Pillar,3m3s,SM,SB,AT,PB,I,DD,,
,,,,,Little Mac,13043,Reversed,Pyra/Mythra,Green,Ike,17799,4,Small Battlefield,Small Battlefield,Small Battlefield,,,,,,,,,
,,,,,Little Mac,13044,,Pyra/Mythra,,Bowser,17800,4,Small Battlefield,Omega,Yoshi's Island M,,,,,,,,,
,,,,,Little Mac,13045,Yellow,R.O.B.,Black,Donkey Kong,17801,-3,Small Battlefield,Battlefield,Pilotwings,,,,,,,,,
,,,,,Little Mac,13046,Yellow,Pit,Black,Peach,17802,5,Small Battlefield,No Hazards,Princess Peach's Castle,,,,,,,,,
,,,,,Little Mac,13047,White,Samus,Orange,Kirby,17803,-2,Small Battlefield,Small Battlefield,Small Battlefield,,,,,,,,,
,,,,,Little Mac,13048,Gray,Captain Falcon,Black,Zelda,17804,4,Small Battlefield,Small Battlefield,Small Battlefield,,,,,,,,,
,,,,,Little Mac,13049,Pink,Donkey Kong,White,Donkey Kong,17805,-2,Small Battlefield,Omega,Corneria,,,,,,,,,
,,,,,Greninja,13050,Belch,Ness,White,Donkey Kong,17806,-4,Small Battlefield,Battlefield,Green Greens,,,,,,,,,
,,,,,Greninja,13051,Orange,Zero Suit Samus,White,Ganondorf,17807,3,Small Battlefield,Small Battlefield,Small Battlefield,,,,,,,,,
,,,,,Greninja,13052,,Pyra/Mythra,,Sephiroth,17808,-3,Small Battlefield,Small Battlefield,Small Battlefield,,,,,,,,,
,,,,,Palutena,13053,Orange,Young Link,,Lucina,17809,5,Small Battlefield,Small Battlefield,Small Battlefield,,,,,,,,,
,,,,,Palutena,13054,Gold,Dark Pit,Green,Dark Pit,17810,-1,Small Battlefield,Regular,Pokemon Stadium,,,,,,,,,
,,,,,Palutena,13055,Purple Ab,Sephiroth,,Sephiroth,17811,4,Small Battlefield,Small Battlefield,Small Battlefield,,,,,,,,,
,,,,,Palutena,13056,Black,Samus,Meta,Ridley,17812,-1,Small Battlefield,Small Battlefield,Small Battlefield,,,,,,,,,
,,,,,Palutena,13057,Green/Brown,Link,Dark,Kirby,17813,3,Small Battlefield,Small Battlefield,Small Battlefield,,,,,,,,,
,,,,,Palutena,13058,Yellow F,Wii Fit Trainer,Yellow,Sonic,17814,5,Small Battlefield,Small Battlefield,Small Battlefield,,,,,,,,,
,,,,,Palutena,13059,Gray,Bowser,Brown,Bowser,17815,2,Small Battlefield,Omega,Green Hill Zone,,,,,,,,,
,,,,,Palutena,13060,Yellow,Inkling,Purple,Ridley,17816,-4,Small Battlefield,Battlefield,Yoshi's Island M,,,,,,,,,
2021-07-27,Livonia,JP4,RCS,,Pac-Man,13061,Purple,Diddy Kong,Purple,Lucas,17817,-2,Omega,Omega,Spiral Mountain,Good,,,,,,,,
,,,,,Pac-Man,13062,Black,Sonic,Pink,Little Mac,17818,5,Omega,Omega,Windy Hill Zone,,,,,,,,,
,,,,,Pac-Man,13063,,Toon Link,,Little Mac,17819,5,Omega,Omega,Pictochat,,,,,,,,,
,,,,,Pac-Man,13064,Aqua,Lucario,Navy,Lucario,17820,-2,Omega,Omega,Yoshi's Island M,,,,,,,,,
,,,,,Pac-Man,13065,Brown,Pyra/Mythra,Gold,Pyra/Mythra,17821,"4 to 4 at time,
SD Win",Omega,No Hazards,Mario Circuit U,Chop,3m3s,Stam,SM,SB,,,,
,,,,,Pac-Man,13066,Blue,Hero,Purple,Cloud,17822,2,Omega,Omega,Frigate Orpheon,,,,,,,,,
,,,,,Pac-Man,13067,,Kirby,,Ness,17823,5,Omega,Omega,Wario Ware Inc.,,,,,,,,,
,,,,,Robin,13068,Bright,Pyra/Mythra,Blue,Hero,17824,5,Omega,Omega,Port Town Aero Dive,,,,,,,,,
,,,,,Robin,13069,Gray,King K. Rool,Green,Donkey Kong,17825,-4,Omega,Omega,Spirit Train,,,,,,,,,
,,,,,Robin,13070,,Captain Falcon,Red,Byleth,17826,2 to 1 at time,Omega,Omega,Skyworld,3m3s,,,,,,,,
,,,,,Robin,13071,,Dark Samus,,Samus,17827,3,Omega,Omega,Yoshi's Island B,,,,,,,,,
,,,,,Robin,13072,Green,R.O.B.,Zombie,Steve,17828,6,Omega,Battlefield,Minecraft World,,,,,,,,,
,,,,,Robin,13073,Green,Ganondorf,Black,Zelda,17829,-1 out of 4,Omega,Regular,Mario Circuit U,SB,AT,PB,I,,,,,
,,,,,Robin,13074,,Pyra/Mythra,,Simon,17830,4,Omega,Omega,Coliseum,,,,,,,,,
,,,,,Robin,13075,White,Ganondorf,Teal,Young Link,17831,-2,Omega,Battlefield,Big Blue,SM,,,,,,,,
,,,,,Robin,13076,,Sephiroth,Gray,Sephiroth,17832,3,Omega,Omega,Brinstar Depths,,,,,,,,,
,,,,,Shulk,13077,Gold,Ike,,R.O.B.,17833,-5,Omega,Omega,Mementos,Good,,,,,,,,
,,,,,Shulk,13078,,Ganondorf,Red,Simon,17834,2,Omega,Omega,Super Mario Maker,Good,,,,,,,,
,,,,,Shulk,13079,Red,Bayonetta,,Zelda,17835,5,Omega,Omega,Final Destination,,,,,,,,,
,,,,,Shulk,13080,,Ness,,Zero Suit Samus,17836,3,Omega,Omega,Mario Galaxy,,,,,,,,,
,,,,,Bowser Jr.,13081,Black,Samus,Black,Dark Samus,17837,4,Omega,Battlefield,Wario Ware Inc.,SM,,,,,,,,
,,,,,Bowser Jr.,13082,Aqua,Roy,,Palutena,17838,3,Omega,Omega,Kongo Jungle M,,,,,,,,,
,,,,,Bowser Jr.,13083,Gray,Lucas,Belch,Ness,17839,-2,Omega,Omega,Pokemon Stadium,SM,SB,,,,,,,
,,,,,Bowser Jr.,13084,Gold,Ike,Yellow,Kirby,17840,-1,Omega,Omega,Pilotwings,SM,,,,,,,,
2021-07-30,Lake Ogemaw,RCS,OT,,Duck Hunt,13085,Aqua,Roy,Lime M,Byleth,17841,5,Battlefield,Battlefield,Saffron City,,,,,,,,,
,,,,,Duck Hunt,,,,,,17842,2,Battlefield,Battlefield,Mushroomy Kingdom,,,,,,,,,
,,,,,Duck Hunt,,,,,,17843,5,Battlefield,Battlefield,Brinstar Depths,,,,,,,,,
,,,,,Duck Hunt,13086,Yellow,Ness,Libre,Pikachu,17844,-2,Battlefield,Omega,Mishima Dojo,SM,,,,,,,,
,,,,,Duck Hunt,13087,Gold,Pyra/Mythra,Orange,King K. Rool,17845,4,Battlefield,Battlefield,Yoshi's Island B,,,,,,,,,
,,,,,Duck Hunt,13088,,Mario,Blue,Little Mac,17846,2,Battlefield,Battlefield,Green Hill Zone,Good,,,,,,,,
,,,,,Duck Hunt,13089,Green/Blue,Fox,Green,Hero,17847,3,Battlefield,Battlefield,Summit,,,,,,,,,
,,,,,Ryu,13090,Purple,Piranha Plant,Blue,Bowser,17848,4,Battlefield,Battlefield,Corneria,,,,,,,,,
,,,,,Ryu,13091,Yellow,Donkey Kong,Skull,Pichu,17849,4,Battlefield,Battlefield,3D Land,,,,,,,,,
,,,,,Ryu,13092,Shades,Pikachu,,Captain Falcon,17850,4,Battlefield,Battlefield,Hyrule Temple,,,,,,,,,
,,,,,Ryu,13093,,King K. Rool,Orange,Hero,17851,2,Battlefield,Small Battlefield,Small Battlefield,,,,,,,,,
,,,,,Ryu,,,,,,17852,3,Battlefield,Battlefield,Find Mii,,,,,,,,,
,,,,,Ken,13094,Blue,Samus,Black,Samus,17853,6,Battlefield,Battlefield,Boxing Ring,,,,,,,,,
,,,,,Ken,13095,,Dark Samus,Gold,Kazuya,17854,5,Battlefield,Battlefield,Luigi's Mansion,CPU,,,,,,,,
,,,,,Ken,13096,,Mr. Game & Watch,Gray,Captain Falcon,17855,3,Battlefield,Battlefield,Bridge of Eldin,,,,,,,,,
,,,,,Ken,,,,,,17856,3,Battlefield,Battlefield,Pilotwings,,,,,,,,,
,,,,,Ken,,,,,,17857,-1 to +1,Battlefield,Regular,Wily Castle,Time,SB,AT,PB,I,,,,
,,,,,Cloud,13097,Navy,Lucario,Yellow,Dr. Mario,17858,4,Battlefield,Battlefield,Bridge of Eldin,,,,,,,,,
,,,,,Cloud,13098,White,Mr. Game & Watch,Red,R.O.B.,17859,4,Battlefield,Battlefield,Smashville,,,,,,,,,
,,,,,Cloud,13099,White,Donkey Kong,White,Kirby,17860,6,Battlefield,Regular,Mushroomy Kingdom,SB,AT,PB,I,DD,,,,
,,,,,Cloud,13100,White,King K. Rool,Green,Kirby,17861,2,Battlefield,Battlefield,Town and City,,,,,,,,,
,,,,,Cloud,,,,,,17862,3,Battlefield,Omega,Venom,,,,,,,,,
,,,,,Corrin,13101,Plum,Ganondorf,,Little Mac,17863,2,Battlefield,Battlefield,Boxing Ring,,,,,,,,,
,,,,,Corrin,,,,,,17864,4,Battlefield,Battlefield,Boxing Ring,,,,,,,,,
,,,,,Corrin,13102,Builder,Mario,Orange,Luigi,17865,6,Battlefield,Battlefield,Mute City,,,,,,,,,
,,,,,Corrin,13103,Gold,King K. Rool,,Richter,17866,-3,Battlefield,Battlefield,Mario Bros.,Good,,,,,,,,
,,,,,Corrin,13104,,Little Mac,Purple,Falco,17867,3,Battlefield,Battlefield,Yoshi's Island M,SM,SB,AT,PB,I,,,,
2021-08-05,Ann Arbor,OT,RCS,,Cloud,13105,Black,Cloud,,Incineroar,17868,3,Battlefield,Small Battlefield,Small Battlefield,SM,,,,,,,,
,,,,,Cloud,13106,Navy,Hero,,King Dedede,17869,1,Battlefield,Omega,Spring Stadium,,,,,,,,,
,,,,,Cloud,,,,,,17870,4,Battlefield,Battlefield,Yggdrasil's Altar,,,,,,,,,
,,,,,Cloud,13107,,Lucina,Blue,Bayonetta,17871,4,Battlefield,Battlefield,Yggdrasil's Altar,,,,,,,,,
,,,,,Cloud,13108,Red,Donkey Kong,Purple,Donkey Kong,17872,2,Battlefield,Battlefield,Great Bay,Good,,,,,,,,
,,,,,Cloud,,,,,,17873,6,Battlefield,Battlefield,Mushroom Kingdom,,,,,,,,,
,,,,,Cloud,13109,Blue,Ganondorf,Purple Ab,Sephiroth,17874,4,Battlefield,Battlefield,Hyrule Castle,,,,,,,,,
,,,,,Cloud,13110,Purple,Palutena,,Pyra/Mythra,17875,6,Battlefield,Omega,Mushroomy Kingdom,,,,,,,,,
,,,,,Cloud,13111,Red,Byleth,White,Kirby,17876,4,Battlefield,Battlefield,Kongo Jungle 64,,,,,,,,,
,,,,,Cloud,13112,Purple,Inkling,,Inkling,17877,4,Battlefield,Battlefield,Living Room,Chop,,,,,,,,
,,,,,Kirby,13113,Purple,Inkling,,Bowser Jr.,17878,5,Battlefield,Battlefield,Green Greens,Chop,,,,,,,,
,,,,,Kirby,13114,Blue,Cloud,Black,Marth,17879,3,Battlefield,Battlefield,Pirate Ship,,,,,,,,,
,,,,,Kirby,,,,,,17880,5,Battlefield,Battlefield,Smashville,,,,,,,,,
,,,,,Kirby,13115,,Ness,Blue,Corrin,17881,4,Battlefield,Regular,Hanenbow,SM,SB,AT,PB,I,,,,
,,,,,Kirby,13116,Red,Hero,Radiant Dawn,Ike,17882,3,Battlefield,Regular,Duck Hunt,SM,SB,AT,PB,I,,,,
,,,,,Kirby,13117,Radiant Dawn,Ike,Blue,Ness,17883,6,Battlefield,Battlefield,Jungle Japes,,,,,,,,,
,,,,,Kirby,13118,,King Dedede,Gold,Marth,17884,-2,Battlefield,Battlefield,Pilotwings,Good,,,,,,,,
,,,,,Kirby,13119,Blue,Wolf,White,Ganondorf,17885,-3,Battlefield,Battlefield,The Great Cave Offensive,,,,,,,,,
,,,,,Kirby,,,,,,17886,3,Battlefield,Battlefield,Coliseum,,,,,,,,,
,,,,,Kirby,,,,,,17887,1,Battlefield,Battlefield,Dracula's Castle,,,,,,,,,
,,,,,Kirby,,,,,,17888,4,Battlefield,Battlefield,Jungle Japes,,,,,,,,,
,,,,,Jigglypuff,13120,Purple,Donkey Kong,Red,Link,17889,5,Battlefield,Omega,Moray Towers,Chop,,,,,,,,
,,,,,Jigglypuff,13121,Builder,Mario,White,Donkey Kong,17890,2,Battlefield,Battlefield,Mushroom Kingdom,,,,,,,,,
,,,,,Jigglypuff,,,,,,17891,5,Battlefield,Battlefield,Mushroom Kingdom U,,,,,,,,,
,,,,,Jigglypuff,,,,,,17892,-2,Battlefield,Omega,Bridge of Eldin,,,,,,,,,
,,,,,Jigglypuff,13122,USA,Mario,,Ganondorf,17893,3,Battlefield,Omega,Frigate Orpheon,Chop,,,,,,,,
,,,,,Richter,13123,,Donkey Kong,White,Donkey Kong,17894,2,Battlefield,Battlefield,Skyworld,,,,,,,,,
,,,,,Richter,13124,Black,Zero Suit Samus,Yellow,Pit,17895,6,Battlefield,Battlefield,Paper Mario,,,,,,,,,
,,,,,Richter,13125,,Ike,Dark,Mewtwo,17896,6,Battlefield,Battlefield,Flat Zone,,,,,,,,,
,,,,,Richter,,,,,,17897,5,Battlefield,Omega,Green Greens,,,,,,,,,
,,,,,Richter,13126,Orange,Bowser,Black,Rosalina & Luma,17898,-2,Battlefield,Small Battlefield,Small Battlefield,,,,,,,,,
,,,,,Richter,,,,,,17899,6,Battlefield,Battlefield,Garreg Mach Monastery,,,,,,,,,
,,,,,Richter,13127,Brown,Pyra/Mythra,White,Ganondorf,17900,4,Battlefield,Battlefield,Lylat Cruise,,,,,,,,,
,,,,,Richter,13128,,Zelda,,King Dedede,17901,3,Battlefield,Omega,Mario Bros.,SM,,,,,,,,
,,,,,Peach,13129,,Kazuya,Black,Kazuya,17902,5,Battlefield,Battlefield,Summit,,,,,,,,,
,,,,,Peach,13130,Bright,Pyra/Mythra,,King K. Rool,17903,4,Battlefield,Omega,Living Room,,,,,,,,,
,,,,,Peach,,,,,,17904,3,Battlefield,Battlefield,Mario Circuit B,,,,,,,,,
,,,,,Peach,,,,,,17905,2,Battlefield,Battlefield,Delfino Plaza,,,,,,,,,
,,,,,Peach,13131,Purple,Ken,Bright,Pyra/Mythra,17906,1,Battlefield,Battlefield,Onett,,,,,,,,,
,,,,,Peach,,,,,,17907,1,Battlefield,Battlefield,Battlefield,,,,,,,,,
,,,,,Diddy Kong,,,,,,17908,6,Battlefield,Battlefield,Bridge of Eldin,,,,,,,,,
,,,,,Diddy Kong,13132,Dark,Kirby,,King Dedede,17909,5,Battlefield,Battlefield,Dracula's Castle,,,,,,,,,
,,,,,Diddy Kong,13133,,Ganondorf,Brown,King K. Rool,17910,-2,Battlefield,Omega,Mario Circuit U,,,,,,,,,
,,,,,Diddy Kong,13134,Purple,Mario,Green,Ike,17911,2,Battlefield,Small Battlefield,Small Battlefield,Good,,,,,,,,
,,,,,Diddy Kong,,,,,,17912,5,Battlefield,Battlefield,Fourside,,,,,,,,,
,,,,,Villager,,,,,,17913,5,Battlefield,Small Battlefield,Small Battlefield,,,,,,,,,
,,,,,Diddy Kong,13135,Dark,Kirby,Green,Kirby,17914,-2 out of 4,Battlefield,Omega,Fountain of Dreams,,,,,,,,,
,,,,,Diddy Kong,,,,,,17915,3 out of 4,Battlefield,Omega,Shadow Moses Island,,,,,,,,,
,,,,,Diddy Kong,,,,,,17916,4,Battlefield,Battlefield,Minecraft World,,,,,,,,,
,,,,,Diddy Kong,13136,Blue,Samus,,Snake,17917,4,Battlefield,Battlefield,Port Town Aero Dive,,,,,,,,,
,,,,,Villager,13137,Teal,King K. Rool,,Mewtwo,17918,3,Battlefield,Omega,Garden of Hope,,,,,,,,,
,,,,,Villager,13138,Orange,Fox,Navy,Lucario,17919,5,Battlefield,Battlefield,Garreg Mach Monastery,,,,,,,,,
,,,,,Villager,13139,Dark,Kirby,,Meta Knight,17920,2,Battlefield,Battlefield,Wuhu Island,,,,,,,,,
,,,,,Villager,13140,Yellow,Kirby,Pink,Villager,17921,-2,Battlefield,Omega,Mute City,Good,,,,,,,,
,,,,,Villager,13141,Purple,Donkey Kong,White,King K. Rool,17922,6,Battlefield,Battlefield,Spirit Train,,,,,,,,,
,,,,,Ganondorf,13142,White,Ridley,,Zelda,17923,-3,Battlefield,Battlefield,Dracula's Castle,Good,,,,,,,,
,,,,,Ganondorf,,,,,,17924,-2,Battlefield,Battlefield,Pilotwings,,,,,,,,,
,,,,,Ganondorf,13143,Gold,King K. Rool,,Piranha Plant,17925,1,Battlefield,Omega,Wii Fit Studio,Chop,,,,,,,,
,,,,,Ganondorf,13144,Orange,Falco,WHite,Ganondorf,17926,-2,Battlefield,Small Battlefield,Small Battlefield,Good,,,,,,,,
,,,,,Ganondorf,,,,,,17927,4,Battlefield,Small Battlefield,Small Battlefield,,,,,,,,,
,,,,,Ganondorf,,,,,,17928,3,Battlefield,Small Battlefield,Small Battlefield,,,,,,,,,
,,,,,Dr. Mario,13145,,Sephiroth,Brown,Palutena,17929,3,Battlefield,Battlefield,Flat Zone,,,,,,,,,
,,,,,Dr. Mario,13146,Suit,Mii Swordfighter,Purple,Ike,17930,-3,Battlefield,No Hazards,Yoshi's Island B,SB,AT,PB,I,,,,,
,,,,,Dr. Mario,13147,White,Little Mac,,Pyra/Mythra,17931,5,Battlefield,Small Battlefield,Small Battlefield,,,,,,,,,
,,,,,Dr. Mario,13148,Pink,Piranha Plant,Pink,Hero,17932,3,Battlefield,Omega,75m,,,,,,,,,
,,,,,Dr. Mario,,,,,,17933,5,Battlefield,Omega,Fourside,Chop,,,,,,,,
,,,,,Dr. Mario,,,,,,17934,5,Battlefield,Omega,Mementos,,,,,,,,,
,,,,,Donkey Kong,13149,Green,Little Mac,Green,Lucas,17935,2,Battlefield,Omega,Luigi's Mansion,Good,,,,,,,,
,,,,,Donkey Kong,,,,,,17936,-1,Battlefield,Omega,Mario Circuit B,,,,,,,,,
,,,,,Donkey Kong,,,,,,17937,3,Battlefield,Omega,The Great Cave Offensive,,,,,,,,,
,,,,,Donkey Kong,,,,,,17938,3,Battlefield,Battlefield,Battlefield,,,,,,,,,
,,,,,Pokemon Trainer,13150,Gray,Dark Samus,Blue,Kirby,17939,3,Battlefield,Battlefield,Bridge of Eldin,,,,,,,,,
,,,,,Pokemon Trainer,13151,Purple,Ness,Gray,Sephiroth,17940,-1,Battlefield,Omega,Minecraft World,Good,,,,,,,,
,,,,,Pokemon Trainer,13152,Purple,King Dedede,,Ganondorf,17941,4,Battlefield,Battlefield,Brinstar,,,,,,,,,
,,,,,Pokemon Trainer,13153,Black Ab,Sephiroth,,Pyra/Mythra,17942,4,Battlefield,Battlefield,3D Land,,,,,,,,,
,,,,,Pokemon Trainer,13154,Black Ab,Sephiroth,Blue,Dark Pit,17943,4,Battlefield,Battlefield,Hanenbow,,,,,,,,,
,,,,,Pokemon Trainer,13155,Purple,Ness,Blue,Sephiroth,17944,-2,Battlefield,Omega,Wrecking Crew,,,,,,,,,
,,,,,Pokemon Trainer,13156,,Min Min,,Pac-Man,17945,3,Battlefield,Battlefield,Bridge of Eldin,,,,,,,,,
,,,,,Pokemon Trainer,,,,,,17946,6,Battlefield,Battlefield,Arena Ferox,CPU,,,,,,,,
,,,,,Pokemon Trainer,13157,White,Donkey Kong,Red,Captain Falcon,17947,1,Battlefield,Battlefield,Pirate Ship,Good,,,,,,,,
,,,,,Pokemon Trainer,,,,,,17948,-1,Battlefield,Battlefield,Kalos Pokemon League,,,,,,,,,
,,,,,Pokemon Trainer,13158,Orange,Bowser,,Pikachu,17949,6,Battlefield,Battlefield,Unova Pokemon League,,,,,,,,,
,,,,,King K. Rool,13159,Brown,King K. Rool,Blue,Palutena,17950,3,Battlefield,Battlefield,Pac-Land,Chop,,,,,,,,
,,,,,King K. Rool,13160,Blue,Ike,Green,Ganondorf,17951,2,Battlefield,Battlefield,Tomodachi Life,,,,,,,,,
,,,,,King K. Rool,,,,,,17952,3,Battlefield,Battlefield,3D Land,,,,,,,,,
,,,,,King K. Rool,13161,Libre,Pikachu,,Kirby,17953,4,Battlefield,Battlefield,Mushroom Kingdom U,,,,,,,,,
,,,,,King K. Rool,,,,,,17954,3,Battlefield,Battlefield,Mushroom Kingdom 2,,,,,,,,,
,,,,,King K. Rool,,,,,,17955,4,Battlefield,Omega,Gerudo Valley,,,,,,,,,
,,,,,King K. Rool,,,,,,17956,3,Battlefield,Battlefield,Final Destination,,,,,,,,,
,,,,,King K. Rool,,,,,,17957,4,Battlefield,Battlefield,Mute City,,,,,,,,,
2021-08-07,Livonia,JP4,RCS,,Bayonetta,13162,Navy,Link,Black,King Dedede,17958,1,Battlefield,Battlefield,Minecraft World,,,,,,,,,
,,,,,Bayonetta,13163,Pink,Robin,Navy,Lucario,17959,-3,Battlefield,Battlefield,Mushroom Kingdom 2,Chop,,,,,,,,
